City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Adrar,MR,2022-01-28 02:58:14,20.5022,-10.0711,62.26,17,99,4.92
283,Tayshet,RU,2022-01-28 02:58:14,55.9342,98.0044,-1.16,99,100,1.12
284,Norman Wells,CA,2022-01-28 02:58:14,65.282,-126.8329,-0.36,78,100,3.44
285,Touros,BR,2022-01-28 02:58:14,-5.1989,-35.4608,77.9,84,99,6.4
286,Saint Anthony,US,2022-01-28 02:58:15,45.0205,-93.218,13.6,71,0,11.5
287,The Valley,AI,2022-01-28 02:58:15,18.217,-63.0578,76.86,66,0,14.2
288,Lexington,US,2022-01-28 02:56:44,37.9887,-84.4777,34.56,49,100,6.93
289,Pisco,PE,2022-01-28 02:54:44,-13.7,-76.2167,68.05,77,0,16.11
290,Salinopolis,BR,2022-01-28 02:58:15,-0.6136,-47.3561,73.92,97,100,6.17
291,Miquelon,PM,2022-01-28 02:58:16,47.0975,-56.3814,20.05,63,42,10.85
292,Nishihara,JP,2022-01-28 02:58:16,26.1842,127.7558,71.65,69,75,8.05
